gene	chromosome	start	end	log2	depth	weight	probes
ENSG00000116031	chr2	70831049	70900119	0.206566	261.559	5.7721	7
ENSG00000124357	chr2	71070499	71109467	-0.226036	116.058	5.54106	8
ENSG00000124374	chr2	71188478	71276138	0.258488	184.102	4.02506	5
ENSG00000135617	chr2	73228451	73234386	-0.407993	149.194	3.46517	5
ENSG00000135625	chr2	73291454	73408119	-0.260362	39.8852	2.65728	4
ENSG00000204872	chr2	73700621	73729440	0.302458	280.421	2.84711	4
ENSG00000187833	chr2	73813476	73830354	0.243968	401.892	7.91613	11
ENSG00000286244	chr2	73844810	73860153	-0.204718	196.696	5.26047	6
ENSG00000159239	chr2	74415127	74422377	-0.253847	90.2494	3.00551	5
ENSG00000284308	chr2	74415127	74422377	-0.253847	90.2494	3.00551	5
ENSG00000115274	chr2	74455293	74459117	-0.402429	143.618	4.41218	5
ENSG00000115297	chr2	74514804	74518604	-0.289054	113.526	2.34745	3
ENSG00000115307	chr2	74526797	74530259	-0.283705	188.531	8.09639	10
ENSG00000115317	chr2	74530004	74533681	-0.217297	181.973	7.52786	9
ENSG00000135622	chr2	74656531	74834078	0.221413	233.627	11.9522	15
ENSG00000237031	chr2	80574160	80618583	-0.269489	141.774	6.10198	7
ENSG00000115423	chr2	84517826	84822100	0.300654	347.393	48.7794	76
ENSG00000176407	chr2	85035015	85134081	0.41853	438.529	2.12089	6
ENSG00000152284	chr2	85134013	85322799	0.210711	301.354	3.06117	5
ENSG00000152291	chr2	85322664	85343383	0.23303	259.147	2.09554	3
ENSG00000042445	chr2	85343239	85362262	0.214135	304.95	7.94952	11
ENSG00000168899	chr2	85591722	85595851	0.222436	292.529	1.88027	3
ENSG00000115525	chr2	85840141	85880389	0.205806	273.738	5.76352	7
ENSG00000132300	chr2	86108347	86144574	0.262837	311.778	13.7709	19
ENSG00000068615	chr2	86217038	86441545	0.260681	134.231	7.40376	10
LRG_713	chr2	86217038	86441545	0.260681	134.231	7.40376	10
ENSG00000115561	chr2	86505801	86562801	0.291598	176.133	5.6139	7
ENSG00000249884	chr2	86505801	86720165	0.295406	247.772	12.8468	17
ENSG00000228363	chr2	86603840	86620471	0.264655	402.788	4.80434	7
ENSG00000239305	chr2	86603840	86720165	0.272047	344.652	6.36492	9
ENSG00000153561	chr2	86740924	86785417	0.280384	245.331	8.2316	10
ENSG00000172116	chr2	86844917	87049866	-0.521093	120.608	2.32762	4
ENSG00000115593	chr2	88067862	88122551	0.274138	248.241	8.44307	11
ENSG00000163586	chr2	88123051	88170803	0.465567	271.333	2.58849	4
ENSG00000144115	chr2	88173148	88317165	0.275932	256.096	7.43936	8
ENSG00000225420	chr2	88557733	88576705	0.29888	390.716	4.61204	7
ENSG00000153574	chr2	88700006	88856860	0.256951	201.57	6.53523	9
ENSG00000243264	chr2	89947958	89959514	0.397562	262.427	2.32575	3
ENSG00000224607	chr2	89969047	89985451	0.503875	260.43	1.73659	3
ENSG00000211623	chr2	89985951	90004326	0.236378	187.061	1.86575	3
ENSG00000225523	chr2	90021630	90038444	0.331468	222.553	2.90675	4
ENSG00000211626	chr2	90069687	90154574	0.340051	388.796	1.88358	3
ENSG00000144010	chr2	95480304	95594331	0.343863	383.591	2.98925	4
ENSG00000144015	chr2	95594021	95717604	0.335797	285.981	3.03954	4
ENSG00000174501	chr2	95875966	96023292	0.262499	283.109	6.7701	10
ENSG00000168754	chr2	96875922	97008496	-0.293572	48.5449	9.85872	15
ENSG00000135976	chr2	97113737	97510637	0.350446	287.957	7.91334	12
ENSG00000135940	chr2	97646084	97657194	-0.277488	148.406	3.20066	5
ENSG00000115446	chr2	98609708	98625594	0.293082	347.899	3.68422	5
ENSG00000144182	chr2	99161955	99169472	-0.237339	199.71	4.31729	5
ENSG00000158417	chr2	99337552	99402802	-0.211337	197.326	23.9747	29
ENSG00000204640	chr2	100470486	100508776	-0.213192	161.542	7.40083	10
ENSG00000115539	chr2	100566500	100698761	0.284367	264.039	4.98959	6
ENSG00000269707	chr2	104856512	104867697	0.320644	122.013	2.54388	3
ENSG00000198914	chr2	104856512	104867697	0.320644	122.013	2.54388	3
ENSG00000135973	chr2	105241856	105267561	0.289082	278.99	3.55654	5
ENSG00000153094	chr2	111123743	111237559	-0.215838	108.555	4.90626	6
LRG_620	chr2	111123743	111237559	-0.215838	108.555	4.90626	6
ENSG00000153107	chr2	111769288	111928617	-0.205368	192.802	19.2689	24
ENSG00000153208	chr2	111929117	112055089	0.205533	275.055	23.8732	28
ENSG00000136694	chr2	113005869	113022171	0.212398	212.839	3.75469	4
ENSG00000136696	chr2	113022671	113059469	-0.210129	193.816	5.47571	7
LRG_730	chr2	113059436	113072772	-0.362024	122.838	2.83732	4
ENSG00000136695	chr2	113059436	113072772	-0.362024	122.838	2.83732	4
ENSG00000189223	chr2	113235392	113278396	-0.257558	141.759	3.44277	6
ENSG00000125618	chr2	113235392	113633068	-0.261118	150.328	4.32745	7
ENSG00000115084	chr2	113717772	113889777	-0.222362	179.585	12.9276	15
ENSG00000186132	chr2	119302469	119367090	-0.218051	114.336	7.77449	9
ENSG00000144120	chr2	119680851	119809351	0.362828	187.778	3.17818	5
ENSG00000144230	chr2	127650713	127654546	0.259978	279.584	3.64231	5
ENSG00000152076	chr2	130139552	130152886	-0.281999	131.121	6.74922	9
ENSG00000115762	chr2	131120818	131363210	-0.328755	190.385	6.24159	8
ENSG00000217950	chr2	131442640	131478388	-0.321745	156.285	3.44366	7
ENSG00000075886	chr2	131478161	131490862	0.404111	322.527	1.81416	3
ENSG00000152117	chr2	131508548	131528346	-0.213238	118.418	5.91745	8
ENSG00000150551	chr2	132645098	132714377	-0.316125	104.443	6.6321	8
ENSG00000121966	chr2	136115134	136423807	0.234386	248.347	3.61753	4
LRG_51	chr2	136115134	136423807	0.234386	248.347	3.61753	4
ENSG00000187123	chr2	149437706	149569471	0.219913	215.575	4.56639	6
ENSG00000123610	chr2	151357664	151409455	0.319969	261.404	5.51949	7
ENSG00000183091	chr2	151490371	151802773	0.328432	365.443	84.5745	125
LRG_202	chr2	151490371	151802773	0.328432	365.443	84.5745	125
ENSG00000225214	chr2	152098329	152120071	-0.257779	77.5408	1.62009	3
ENSG00000196151	chr2	159236030	159319762	-0.25817	151.185	12.429	14
ENSG00000223642	chr2	159386350	159404912	-0.295255	173.135	5.69631	8
ENSG00000230918	chr2	162073396	162144170	-0.298987	220.489	2.12858	3
ENSG00000115263	chr2	162144025	162170476	0.432428	283.445	1.83299	4
ENSG00000152254	chr2	168901329	168923120	0.208028	244.194	5.1912	6
ENSG00000073734	chr2	168923620	169066646	0.234428	312.929	17.1636	25
LRG_1199	chr2	168923620	169066646	0.234428	312.929	17.1636	25
ENSG00000138382	chr2	169810293	169828052	-0.218252	209.213	9.33682	12
ENSG00000071967	chr2	171522272	171689655	-0.218802	98.2892	6.81994	9
ENSG00000138435	chr2	174748121	174799614	-0.231338	161.3	9.41909	11
ENSG00000144320	chr2	175929964	176079604	-0.306298	141.405	11.7815	14
ENSG00000175879	chr2	176130654	176149802	0.307914	215.517	1.75565	3
ENSG00000128645	chr2	176189128	176296357	-0.215276	100.781	2.72379	4
ENSG00000237298	chr2	178527010	178780207	0.254258	410.398	269.774	401
ENSG00000155657	chr2	178527010	178833672	0.236105	396.954	289.894	424
LRG_391	chr2	178527010	178817025	0.238185	398.851	288.172	422
ENSG00000270277	chr2	178548697	178551260	0.438394	526.861	3.50799	6
ENSG00000279598	chr2	178554451	178559576	0.55943	563.781	4.04066	7
ENSG00000271011	chr2	178576921	178578185	0.455131	532.097	1.91785	4
ENSG00000270574	chr2	178578804	178581804	0.524448	592.189	2.6038	6
ENSG00000267784	chr2	178723416	178727371	0.502995	526.754	3.02659	5
ENSG00000150722	chr2	182061440	182146576	-0.403324	57.4667	3.78382	4
ENSG00000168542	chr2	188974487	189033567	-0.249684	163.727	30.7562	38
LRG_3	chr2	188974487	189033567	-0.249684	163.727	30.7562	38
ENSG00000204262	chr2	189034067	189132535	-0.222549	169.127	30.2188	42
ENSG00000286053	chr2	189666130	189666864	0.255656	356.664	2.44584	3
ENSG00000128699	chr2	189771764	189791943	-0.234705	182.483	3.11868	4
ENSG00000204253	chr2	189923335	190056755	0.298677	247.156	2.05382	3
ENSG00000228509	chr2	190683735	190880582	-0.206066	147.83	3.76518	5
ENSG00000173559	chr2	191678612	191835420	-0.22148	163.252	6.55335	8
ENSG00000197121	chr2	196841231	196966938	-0.226395	163.569	22.8367	29
ENSG00000115524	chr2	197392300	197453058	-0.235093	203.384	22.7578	28
LRG_624	chr2	197392300	197453058	-0.235093	203.384	22.7578	28
ENSG00000115520	chr2	197459929	197486543	-0.231984	136.549	4.50674	5
ENSG00000115541	chr2	197501071	197515584	0.269193	254.305	3.02607	4
ENSG00000115540	chr2	197516084	197571505	-0.332427	148.196	8.5584	10
ENSG00000152430	chr2	197728466	197804598	-0.208758	147.37	13.174	16
ENSG00000226312	chr2	201140354	201159929	0.236043	247.618	4.48758	6
ENSG00000155755	chr2	201624254	201645404	-0.205453	243.628	8.92873	12
ENSG00000155760	chr2	202035509	202073127	0.215878	178.979	3.32847	4
ENSG00000116030	chr2	202210732	202265439	-0.384609	87.3587	4.41353	6
ENSG00000138443	chr2	203328512	203448081	-0.227631	159.469	17.5408	22
ENSG00000204186	chr2	206281849	206445526	0.301787	388.972	22.1918	30
ENSG00000163254	chr2	208128200	208142135	0.337886	233.755	1.25966	3
ENSG00000168530	chr2	210291043	210314408	-0.412992	131.73	4.7865	7
ENSG00000115425	chr2	215996305	216095461	0.200552	207.224	11.1528	13
ENSG00000236886	chr2	216859664	217010671	0.239573	222.701	5.50316	6
ENSG00000223874	chr2	216859893	217010671	0.229891	216.395	4.56449	5
ENSG00000236295	chr2	216870846	217010671	0.287178	269.221	2.65852	3
ENSG00000180871	chr2	218134799	218163656	0.232954	274.756	4.09758	5
ENSG00000135925	chr2	218882158	218959318	0.260206	119.978	3.51559	4
ENSG00000158552	chr2	219206985	219210048	0.25138	292.09	6.97523	9
ENSG00000127824	chr2	219250349	219279900	0.244071	273.614	8.6391	12
ENSG00000135924	chr2	219279831	219290299	-0.268926	135.475	6.16684	10
ENSG00000286143	chr2	219491791	219500017	-0.215185	130.308	3.88105	6
ENSG00000286095	chr2	219496354	219500017	-0.200537	114.417	2.49551	4
ENSG00000123999	chr2	219570220	219597415	0.24713	135.609	4.05139	6
ENSG00000124003	chr2	222688324	222908270	0.409961	318.267	4.48214	7
ENSG00000152056	chr2	223758712	223836945	-0.29185	128.889	5.89125	8
ENSG00000135905	chr2	224765720	224983303	0.217647	307.188	41.9772	58
ENSG00000169047	chr2	226795007	226864191	0.262524	199.337	10.5969	15
ENSG00000144468	chr2	226864691	227006822	0.243226	210.781	9.88376	12
ENSG00000153823	chr2	229025629	229227470	0.234568	164.471	4.52935	5
ENSG00000235419	chr2	230539264	230759499	0.243163	262.622	4.82961	6
ENSG00000135914	chr2	231108514	231138233	0.216278	280.034	5.04126	6
ENSG00000181798	chr2	231509050	231524540	0.26358	216.334	2.63262	3
ENSG00000163283	chr2	232378800	232406392	0.279826	185.046	6.3091	9
ENSG00000224516	chr2	232379510	232406392	0.316532	173.554	4.12419	6
ENSG00000163286	chr2	232406892	232456467	0.245906	214.281	5.43833	8
ENSG00000115488	chr2	233032669	233059977	0.230292	140.003	5.13367	6
ENSG00000168918	chr2	233060477	233251325	0.260812	228.136	17.3545	26
ENSG00000242366	chr2	233617705	233778481	0.229834	316.194	27.8171	34
ENSG00000242515	chr2	233636520	233778481	0.212982	322.823	25.2709	31
ENSG00000241119	chr2	233671932	233778481	0.20607	317.001	23.543	29
ENSG00000244122	chr2	233681935	233778481	0.206899	318.965	21.7627	27
ENSG00000224814	chr2	233693290	233712489	0.243901	199.951	2.12476	3
ENSG00000240224	chr2	233712989	233778481	0.200671	327.739	16.997	20
ENSG00000241635	chr2	233760285	233778481	0.203457	318.577	7.14225	8
LRG_733	chr2	233760285	233778481	0.203457	318.577	7.14225	8
ENSG00000168505	chr2	236165911	236194371	0.264652	155.146	2.20381	3
ENSG00000233611	chr2	236194871	236276871	0.228002	142.429	7.09156	8
ENSG00000182177	chr2	236194871	236276871	0.228002	142.429	7.09156	8
ENSG00000232893	chr2	236391975	236399488	0.430525	375.129	2.26159	3
ENSG00000222022	chr2	237421539	237492924	-0.998798	40.6721	1.93766	3
ENSG00000234949	chr2	237591871	237627143	-0.514013	44.6024	2.08805	3
ENSG00000177483	chr2	237813606	237859173	0.202616	285.44	12.8838	18
ENSG00000186235	chr2	238227683	238239321	-0.320944	68.0903	1.65416	3
ENSG00000220256	chr2	239762885	239799340	0.253634	94.9989	3.77888	4
ENSG00000185176	chr2	240682230	240687821	-0.361315	71.9508	2.03675	3
ENSG00000184945	chr2	240692071	240716863	-0.259581	45.8969	2.75023	3
ENSG00000168385	chr2	241320245	241372605	0.212769	242.418	9.44689	13
ENSG00000168393	chr2	241676124	241701564	-0.246067	168.96	4.38528	6
ENSG00000204099	chr2	241811426	241850555	-0.228899	50.8785	4.4419	5
ENSG00000188389	chr2	241851055	241869254	-0.27939	47.4514	3.5172	4
ENSG00000091181	chr3	3074779	3128538	-0.209027	136.444	9.01009	11
ENSG00000072756	chr3	3129038	3152589	-0.212649	186.179	7.22253	8
LRG_1314	chr3	3129038	3152589	-0.212649	186.179	7.22253	8
ENSG00000286579	chr3	4303370	4313131	-0.44133	126.104	2.63703	3
ENSG00000170364	chr3	4303370	4361641	-0.379485	117.59	5.79897	7
ENSG00000235831	chr3	4979959	4983120	-0.397743	188.526	1.97405	3
ENSG00000270207	chr3	7680046	7913006	-0.224433	105.607	5.98261	7
ENSG00000168137	chr3	9428938	9501708	0.226896	342.087	12.4649	21
ENSG00000171135	chr3	9890720	9903066	-0.244669	164.339	3.2127	4
LRG_1228	chr3	9890720	9903066	-0.244669	164.339	3.2127	4
ENSG00000163704	chr3	9946224	9964199	-0.254006	145.787	4.94626	6
ENSG00000230082	chr3	9949098	9964199	-0.24687	159.867	4.10195	5
ENSG00000286962	chr3	10918326	11016709	0.233007	267.878	5.50272	7
ENSG00000163528	chr3	14112884	14125207	-0.420483	173.542	2.49452	4
ENSG00000206561	chr3	15451535	15560362	-0.203759	159.785	11.9358	16
ENSG00000154813	chr3	16260761	16271073	-0.21979	193.42	2.53113	4
ENSG00000114166	chr3	20072330	20161228	-0.226011	181.902	14.5687	18
ENSG00000197385	chr3	31989079	32106209	0.576221	399.578	3.5755	6
ENSG00000153551	chr3	32441837	32468072	0.218642	273.643	2.51919	4
ENSG00000251224	chr3	32733420	32762868	-0.225364	203.6	3.0014	4
ENSG00000173705	chr3	33152740	33277010	0.29468	284.337	7.59251	10
ENSG00000198590	chr3	37416622	37451872	0.204047	164.732	4.21227	5
ENSG00000144671	chr3	38306024	38346366	0.312953	310.836	7.91066	10
ENSG00000144655	chr3	39143052	39183411	-0.221093	129.932	6.12738	7
ENSG00000188846	chr3	40457887	40477457	-0.28057	169.113	5.44454	6
ENSG00000187094	chr3	42258095	42396762	0.283971	138.74	2.23751	3
ENSG00000008324	chr3	42590895	42601066	-0.321864	107.38	2.8249	3
ENSG00000178917	chr3	44499144	44556545	0.213936	353.35	6.9837	9
ENSG00000173578	chr3	46020943	46203511	-0.448863	133.085	3.67056	5
ENSG00000121807	chr3	46357525	46372400	0.264575	330.976	3.7831	5
ENSG00000223552	chr3	46372900	46407170	0.358819	371.694	2.51055	4
ENSG00000160791	chr3	46372900	46407170	0.358819	371.694	2.51055	4
ENSG00000121797	chr3	46408329	46435692	0.402757	268.872	2.42243	3
ENSG00000241186	chr3	46579092	46612165	0.231838	242.944	4.18541	5
ENSG00000181585	chr3	46705787	46712484	-0.258254	158.261	3.03053	4
ENSG00000173473	chr3	47588206	47810181	-0.203875	166.171	27.2448	32
ENSG00000164047	chr3	48223502	48240669	-0.236059	182.605	4.11464	5
ENSG00000172113	chr3	48294634	48309946	-0.362117	158.537	6.52752	9
ENSG00000232112	chr3	48440296	48450172	0.209941	170.162	1.21265	3
ENSG00000114302	chr3	48751285	48807146	-0.271128	181.628	8.4469	11
ENSG00000178537	chr3	48857707	48917774	-0.206823	168.096	7.62795	11
ENSG00000221883	chr3	48918274	48927815	-0.252642	172.907	2.74074	3
ENSG00000145029	chr3	49424830	49510032	-0.295819	105.171	5.07644	7
ENSG00000176020	chr3	49717948	49720655	0.216485	164.933	5.59214	7
ENSG00000228008	chr3	49909011	49924033	-0.258922	120.408	6.41366	8
ENSG00000164077	chr3	49909011	49924033	-0.258922	120.408	6.41366	8
ENSG00000243477	chr3	50296600	50300802	-0.279884	122.253	4.18026	5
ENSG00000114378	chr3	50300480	50317626	-0.285843	106.059	3.93197	5
ENSG00000126062	chr3	50355340	50365484	-0.311872	135.983	4.67132	5
ENSG00000247596	chr3	52229031	52246812	-0.267936	142.829	7.06654	8
ENSG00000114902	chr3	52706641	52737721	0.228434	349.465	3.12519	4
ENSG00000243715	chr3	54879348	54917956	0.283134	279.465	4.82125	7
ENSG00000144771	chr3	54918456	54967948	-0.221752	170.415	3.19915	5
ENSG00000163666	chr3	57198194	57227381	-0.22748	139.613	3.86488	4
ENSG00000174839	chr3	57628211	57692279	-0.256173	169.496	15.2789	18
ENSG00000239801	chr3	57628808	57657177	-0.222917	163.662	8.02051	9
ENSG00000168291	chr3	58428031	58498253	-0.217485	171.238	9.77497	11
ENSG00000144744	chr3	69055434	69085225	-0.273343	210.682	13.8586	17
ENSG00000163380	chr3	69118698	69171360	0.308978	336.287	4.38355	6
LRG_776	chr3	69936720	70107466	-0.2056	158.098	10.8691	12
ENSG00000179097	chr3	87990747	88054970	-0.65876	85.6857	1.29856	3
ENSG00000044524	chr3	89107746	89637824	-0.263403	150.434	11.2927	18
ENSG00000178700	chr3	94049403	94064548	-0.263327	243.735	4.25469	6
ENSG00000178694	chr3	94064434	94276277	-0.21765	144.423	6.08534	7
ENSG00000080200	chr3	97877036	97945344	-0.225627	219.089	19.3801	23
ENSG00000251088	chr3	98264282	98469074	0.225677	276.085	11.2972	17
ENSG00000230301	chr3	98264282	98282385	0.218692	238.944	2.76757	5
ENSG00000197938	chr3	98283122	98354093	0.202152	320.548	2.97045	4
ENSG00000206536	chr3	98390663	98469074	0.307029	318.852	3.45087	5
ENSG00000144810	chr3	99790680	99817477	-0.393657	134.906	6.16212	9
ENSG00000287378	chr3	100146970	100279146	-0.250256	145.183	9.6659	11
ENSG00000036054	chr3	100279646	100334289	-0.234655	173.28	15.1977	18
ENSG00000181458	chr3	100519563	100609354	0.325723	265.731	5.56116	8
ENSG00000114354	chr3	100713683	100751674	0.205186	312.985	6.15781	8
ENSG00000177707	chr3	111112027	111144398	-0.405234	158.232	5.8333	7
ENSG00000144834	chr3	111999420	112042050	-0.249222	157.712	4.90443	6
ENSG00000144848	chr3	112532696	112563535	-0.266878	198.584	9.86173	12
ENSG00000163611	chr3	113445304	113532519	-0.239262	188.63	17.1544	20
ENSG00000285836	chr3	114001592	114031123	0.240995	320.138	5.0235	7
ENSG00000174255	chr3	114236250	114293360	-0.268182	172.789	3.83739	4
ENSG00000172020	chr3	115663778	115809814	-0.252229	138.673	4.77019	5
ENSG00000185565	chr3	115810314	116580281	-0.251944	87.8703	11.0838	12
ENSG00000121578	chr3	119212546	119294402	-0.201919	183.391	6.6062	7
ENSG00000176142	chr3	119431978	119469912	-0.25642	212.421	6.90132	8
ENSG00000144843	chr3	119582167	119597988	-0.557054	187.406	3.83256	5
ENSG00000121577	chr3	119642473	119674646	-0.228836	175.214	6.01687	7
ENSG00000239994	chr3	119743972	119751099	-0.23432	214.469	3.74055	4
ENSG00000144852	chr3	119782755	119826857	-0.205261	188.485	6.85517	8
ENSG00000163428	chr3	120331199	120395167	-0.233711	141.026	4.36702	6
ENSG00000145103	chr3	121988364	122054987	-0.311841	113.665	9.85561	12
ENSG00000160124	chr3	122359866	122401031	-0.272635	157.92	4.99783	6
ENSG00000114023	chr3	122402757	122414782	-0.212438	237.736	4.52978	6
ENSG00000169087	chr3	122740342	122793114	-0.314356	175.673	8.25233	10
ENSG00000082684	chr3	122910140	122975499	-0.252171	109.566	15.0906	18
ENSG00000206527	chr3	123494886	123613602	-0.221323	97.6964	8.73775	10
ENSG00000221955	chr3	125083887	125210796	-0.28194	114.626	15.0337	18
ENSG00000114520	chr3	125447776	125519529	-0.255425	184.984	11.0665	13
ENSG00000163884	chr3	126343724	126395498	-0.421167	57.2956	3.4122	4
ENSG00000279328	chr3	126433066	126435654	-0.208117	164.543	2.85126	3
ENSG00000198284	chr3	126666220	126703810	-0.377644	66.8138	2.10198	3
ENSG00000163870	chr3	127573518	127597964	-0.376758	124.247	7.92745	10
ENSG00000114626	chr3	127673023	127691695	-0.378255	137.913	7.48526	13
ENSG00000187715	chr3	127923061	128051385	0.208742	213.68	5.9428	10
LRG_295	chr3	128481016	128572777	-0.274933	113.235	5.93827	7
ENSG00000179348	chr3	128481016	128572777	-0.274933	113.235	5.93827	7
ENSG00000198685	chr3	128573277	128619908	-0.316449	100.994	2.94248	3
ENSG00000231305	chr3	128861646	128879973	-0.295079	148.462	2.73746	3
ENSG00000114656	chr3	128910018	129030202	-0.207086	170.828	13.6125	19
ENSG00000163914	chr3	129528731	129543308	-0.217056	204.619	3.50761	4
ENSG00000178804	chr3	129543216	129556430	-0.463302	165.258	3.51124	5
ENSG00000170893	chr3	129975814	130091600	-0.244534	107.279	3.07401	4
ENSG00000114670	chr3	131029706	131383442	-0.21686	138.444	20.1346	25
ENSG00000240303	chr3	132558968	132665870	-0.264203	192.498	25.4502	29
ENSG00000274810	chr3	132558968	132891507	-0.23027	210.529	53.679	64
ENSG00000081307	chr3	132659600	132682092	-0.214846	223.961	10.7469	13
ENSG00000170819	chr3	133400081	133573542	-0.277127	91.8837	8.28974	10
ENSG00000249993	chr3	133447314	133466325	-0.572528	102.846	3.40932	4
ENSG00000091527	chr3	133575036	133600748	-0.265024	206.33	4.27964	5
ENSG00000174640	chr3	133928303	134157651	-0.323798	137.508	15.2606	18
ENSG00000073711	chr3	136001496	136151410	-0.266229	170.165	22.3428	25
ENSG00000118007	chr3	136338251	136853958	-0.251424	144.428	34.5224	42
ENSG00000168917	chr3	136854458	136928229	0.334454	440.949	3.82751	6
ENSG00000239213	chr3	136854458	136928229	0.334454	440.949	3.82751	6
